"Users","New_users","Avg_session","Pages_session","Sessions","P_rebound","Author","Section","Year","Month","Day","Days_count","Title_length","Subtitle_length","Content_length","anger_title","anticipation_title","disgust_title","fear_title","joy_title","sadness_title","surprise_title","trust_title","negative_title","positive_title","anger_subtitle","anticipation_subtitle","disgust_subtitle","fear_subtitle","joy_subtitle","sadness_subtitle","surprise_subtitle","trust_subtitle","negative_subtitle","positive_subtitle","anger_content","anticipation_content","disgust_content","fear_content","joy_content","sadness_content","surprise_content","trust_content","negative_content","positive_content","Topics"
19,12,1195,2.33,24,62.5,"Pedro G. Poyatos","internacional",2020,"3",22,1439,57,164,3773,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,3,0,4,6,9,19,4,8,8,36,24,38,NA
58,53,155,1.39,62,80.65,"Paco Rodríguez","internacional",2020,"7",21,1318,52,104,2324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,11,20,8,11,15,13,15,16,21,28,NA
26,25,254,1.31,36,80.56,"Esther S. Sieteiglesias","internacional",2020,"7",21,1318,56,93,3476,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,3,0,0,5,0,10,3,19,36,1,29,0,10,62,20,NA
26,25,160,1.15,27,81.48,"I. Trujillo","internacional",2020,"6",7,1362,43,184,5091,0,1,0,0,0,0,0,0,0,0,5,0,0,3,1,3,1,1,9,1,28,19,11,25,4,27,11,17,47,25,"Estados Unidos"
58,57,1693,2.89,65,76.92,"La Razón","internacional",2022,"7",14,595,44,151,6006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,6,29,19,25,3,44,39,59,NA
327,299,312,1.41,351,82.62,"La Razón","internacional",2020,"7",19,1320,60,79,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,3,18,5,13,6,26,21,33,"Estados Unidos"
36,29,60,1.22,36,88.89,"La Razón","internacional",2020,"8",4,1304,45,105,2030,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,2,1,10,4,33,NA
16,15,17,1.25,16,75,"Víctor Amaya","internacional",2020,"8",26,1282,48,154,4905,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,1,2,4,3,12,12,7,21,13,14,3,32,37,56,NA
44,36,3,1.02,44,95.45,"Goyo G. Maestro","internacional",2020,"9",15,1262,74,109,5119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,11,12,4,14,7,9,4,29,28,41,"Estados Unidos"
15,15,663,1.69,16,87.5,"La Razón","internacional",2020,"10",2,1245,79,56,2712,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,14,11,5,11,11,7,6,17,25,27,NA
76,72,98,1.2,93,83.87,"Ángel Sastre","internacional",2021,"11",18,833,64,111,5661,5,0,3,5,0,4,2,0,5,0,0,1,0,0,1,1,1,1,1,1,28,25,17,33,23,36,23,33,59,49,NA
26,24,1,1.11,27,92.59,"M. Cuervo","internacional",2020,"11",12,1204,56,65,1020,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,6,0,7,4,2,2,9,5,7,NA
62,60,419,1.49,68,83.82,"France Philippart de Foy","internacional",2020,"12",10,1176,44,74,5019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,10,5,16,9,10,9,28,27,32,NA
12,11,17,1.25,12,83.33,"La Razón","internacional",2020,"12",16,1170,62,113,2122,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,8,4,5,8,10,8,13,14,25,NA
265,245,570,1.71,289,74.74,"Jesús Buitrago","internacional",2020,"12",16,1170,70,136,3105,1,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,1,2,18,7,10,20,6,14,6,12,33,23,"Rusia"
16,16,773,2,16,62.5,"France Philippart de Foy","internacional",2021,"1",19,1136,67,51,2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,7,4,10,10,8,4,32,10,35,"Estados Unidos"
22,20,673,1.88,24,79.17,"Paco Rodríguez","internacional",2021,"1",22,1133,67,88,7796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,15,43,20,52,22,25,74,66,"Estados Unidos"
41,39,128,1.19,47,82.98,"Jesús Buitrago","internacional",2021,"1",26,1129,50,192,5486,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,7,13,4,11,14,11,8,27,18,57,NA
379,361,460,1.64,430,76.74,"M. Cuervo","internacional",2021,"2",4,1120,44,107,4020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,11,9,9,23,12,18,9,15,39,30,NA
15,11,61,1,16,87.5,"La Razón","internacional",2021,"3",7,1089,50,170,4888,1,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,3,3,3,6,4,2,1,20,12,31,NA
27,25,71,1.2,30,63.33,"Reuters","internacional",2021,"11",18,833,67,86,4062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,6,0,8,2,2,4,12,12,18,NA
16,15,947,2.11,19,57.89,"Víctor Amaya","internacional",2021,"3",28,1068,53,90,4065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,3,5,8,7,13,7,4,7,29,10,39,NA
532,514,32,1.23,536,72.01,"J.M. Zuloaga","internacional",2021,"4",11,1054,103,62,1163,1,0,0,1,0,1,0,0,1,0,1,1,0,3,0,0,1,0,3,0,10,1,5,11,0,8,1,0,12,7,NA
17,15,1782,3.31,26,61.54,"La Razón","internacional",2021,"4",20,1045,48,130,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,3,0,7,5,13,"Estados Unidos"
95,82,549,1.69,103,70.87,"Álvaro García-Nieto","internacional",2021,"6",1,1003,52,138,5853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1,7,3,6,0,19,13,23,NA
12,12,96,1.25,12,83.33,"La Razón","internacional",2021,"6",14,990,82,148,4844,0,1,0,1,0,0,0,0,0,0,1,1,1,3,0,1,1,1,3,2,17,9,8,25,6,19,11,17,30,34,NA
21,20,3,1.09,22,90.91,"Antonio Añover","internacional",2021,"7",2,972,130,90,4003,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,5,6,6,3,3,7,4,19,15,24,"Estados Unidos"
47,46,591,1.85,52,71.15,"La Razón","internacional",2021,"8",23,920,54,104,6176,1,0,1,2,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,2,22,20,16,40,17,35,13,48,58,43,NA
26,21,523,1.68,31,70.97,"La Razón","internacional",2021,"8",24,919,69,159,7469,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,3,0,5,9,18,10,18,10,16,10,28,37,52,NA
96,90,493,1.67,112,68.75,"Antonio Añover","internacional",2022,"6",15,624,103,170,3848,1,0,0,1,0,1,0,0,1,1,1,0,0,2,0,1,0,0,2,0,7,4,10,16,2,14,2,7,26,24,"Estados Unidos"
12,9,3229,5.18,17,41.18,"Antonio Añover","internacional",2022,"6",15,624,93,157,3705,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5,5,2,12,3,9,4,15,20,18,NA
22,19,98,1.08,24,79.17,"La Razón","internacional",2021,"9",17,895,91,96,6483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,2,22,5,7,5,28,27,55,NA
12,12,241,1.38,16,62.5,"Goyo G. Maestro","internacional",2021,"9",23,889,109,164,4118,1,0,1,1,0,0,1,0,2,1,0,1,0,0,1,0,2,1,1,2,18,9,7,23,6,17,9,17,37,31,NA
106,97,649,1.87,127,73.23,"Antonio Añover","internacional",2022,"6",15,624,138,140,3750,1,1,0,1,0,1,0,1,2,1,0,0,0,0,1,0,0,2,1,1,12,11,1,12,11,8,6,12,19,33,NA
26,21,490,1.56,32,93.75,"La Razón","internacional",2021,"10",14,868,112,104,6166,1,0,0,1,0,1,0,1,2,1,1,0,0,1,0,1,0,0,3,0,48,18,23,46,12,38,28,27,82,48,NA
32,27,25,1.21,34,79.41,"Ángel Luis de Santos","internacional",2022,"10",21,496,109,167,31022,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,2,1,1,3,1,85,82,15,137,38,38,23,162,136,248,NA
180,172,32,1.08,203,90.64,"Goyo G. Maestro","internacional",2022,"2",15,744,69,93,16012,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,2,41,31,21,69,31,40,22,88,98,199,"Rusia"
19,17,242,1.37,19,73.68,"Jesús Buitrago","internacional",2021,"10",25,857,105,142,2322,1,0,0,1,0,1,0,0,1,0,3,2,1,5,0,2,2,0,5,1,5,5,7,12,4,11,3,10,17,13,NA
12,11,468,2.08,12,83.33,"Antonio Fernández","internacional",2021,"11",1,850,98,126,5279,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,18,3,40,6,12,4,35,43,56,"Estados Unidos"
126,117,488,1.67,143,78.32,"Paco Rodríguez","internacional",2021,"11",3,848,107,100,3742,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,20,13,12,21,11,21,8,16,36,34,NA
41,39,59,1.17,42,92.86,"Antonio Fernández","internacional",2021,"11",17,834,41,134,5989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,12,4,10,2,17,19,24,NA
20,17,23,1.18,22,90.91,"Pedro G. Poyatos","internacional",2021,"11",21,830,69,158,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,13,8,11,19,6,14,3,17,35,18,NA
12,11,0,1,12,100,"Silvia Jiménez","internacional",2021,"11",28,823,106,140,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,2,12,4,4,21,9,"Real Madrid"
32,32,1158,2.23,35,54.29,"Antonio Fernández","internacional",2021,"12",2,819,58,85,7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,10,8,32,6,13,6,51,33,57,"Estados Unidos"
49,44,166,1.33,49,81.63,"Antonio Añover","internacional",2021,"12",11,810,53,145,3706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,4,0,8,4,3,2,13,8,22,NA
32,25,396,1.5,34,70.59,"Antonio Añover","internacional",2021,"12",10,811,87,195,3940,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,13,5,1,18,4,10,6,23,25,37,NA
34,31,2,1.15,34,88.24,"Silvia Jiménez","internacional",2021,"12",11,810,82,102,1608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,6,5,6,3,3,4,1,7,18,10,NA
14,11,225,1.27,15,93.33,"Jesús Buitrago","internacional",2021,"12",12,809,94,139,7073,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18,20,7,18,31,17,10,27,43,64,NA
56,51,1172,2.49,63,71.43,"Antonio Añover","internacional",2021,"12",12,809,102,169,3633,0,0,1,0,0,1,0,1,1,2,0,3,0,1,4,0,3,2,1,5,3,10,5,9,12,8,8,17,14,38,NA
127,118,133,1.22,138,81.88,"Paco Rodríguez","internacional",2021,"12",13,808,75,146,4678,2,2,2,2,1,3,0,1,3,1,0,0,0,2,0,2,0,0,3,1,10,16,8,41,14,30,8,31,51,41,NA
20,16,224,1.24,21,80.95,"La Razón","internacional",2021,"12",15,806,112,134,1569,0,0,0,1,0,1,0,0,1,0,1,2,1,1,2,2,1,1,2,2,10,7,12,12,6,20,6,6,25,10,NA
168,152,786,2.02,187,71.12,"Antonio Fernández","internacional",2021,"12",21,800,76,127,5084,1,0,2,2,0,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,17,3,17,31,2,31,5,10,42,17,NA
62,58,67,1.17,65,84.62,"Silvia Jiménez","internacional",2021,"12",23,798,100,117,1729,3,1,0,0,1,1,1,1,4,1,1,0,1,2,0,2,0,3,1,1,12,9,3,8,6,11,1,13,20,15,"Estados Unidos"
19,19,752,1.93,27,59.26,"Mar Sánchez-Cascado","internacional",2021,"12",31,790,22,146,6864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,5,27,7,13,5,28,30,67,NA
12,10,4,1.27,11,90.91,"Mirentxu Arroqui","internacional",2022,"1",18,772,52,116,5857,2,0,0,3,0,0,0,0,2,0,1,0,0,1,0,1,0,1,1,1,35,14,6,43,7,10,3,35,47,47,"Rusia"
29,26,5,1.1,29,82.76,"Silvia Jiménez","internacional",2022,"1",26,764,88,124,3082,1,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,23,1,13,18,15,15,19,23,32,"Rusia"
24,24,766,1.96,26,76.92,"Héctor Herrera","internacional",2022,"2",6,753,67,142,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,10,6,15,7,16,3,12,31,35,NA
15,12,3,1.21,14,85.71,"Silvia Jiménez","internacional",2022,"2",9,750,79,63,1987,3,0,1,3,0,3,1,1,3,1,2,1,1,1,0,1,0,2,3,1,13,3,10,12,2,13,4,10,24,12,NA
25,21,80,1.44,25,64,"Silvia Jiménez","internacional",2022,"2",13,746,109,114,3209,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,16,2,4,14,7,9,16,14,31,"Sexo"
29,31,3152,4.53,34,64.71,"Antonio Fernández","internacional",2022,"2",18,741,61,125,5024,1,0,0,1,0,0,1,0,3,0,0,0,0,1,0,1,0,1,0,0,23,10,10,26,6,15,12,18,43,24,NA
35,34,654,1.74,39,69.23,"Jorge Herrero","internacional",2022,"3",2,729,92,180,4911,1,0,0,4,0,2,0,2,4,0,2,2,0,1,2,0,0,3,0,4,22,18,7,40,11,26,9,30,58,49,"Rusia"
14,12,318,1.47,17,88.24,"Jorge Herrero","internacional",2022,"3",3,728,77,184,13756,1,0,0,2,0,1,0,0,2,0,0,2,1,3,1,1,1,1,3,7,46,26,17,62,14,33,8,39,79,76,"Rusia"
17,15,263,1.26,19,78.95,"Jorge Herrero","internacional",2022,"3",3,728,54,216,11575,2,0,0,3,0,1,0,0,3,0,1,1,0,0,0,0,0,0,1,2,64,27,11,76,13,20,11,61,74,75,"Rusia"
26,20,786,1.96,27,77.78,"Héctor Herrera","internacional",2022,"3",15,716,65,171,3664,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,1,21,10,10,17,8,15,6,16,33,27,NA
30,32,1791,3.08,36,66.67,"Héctor Herrera","internacional",2022,"3",21,710,67,160,3513,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,16,8,7,20,2,21,8,11,31,21,NA
20,19,37,1.25,20,75,"Paco Rodríguez","internacional",2022,"3",29,702,119,155,13039,2,0,1,1,0,0,1,0,5,0,3,1,2,2,0,2,1,1,4,0,59,45,46,63,38,66,23,62,104,118,NA
20,19,563,1.64,22,72.73,"Antonio Fernández","internacional",2022,"4",7,693,83,141,4341,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,5,0,4,7,12,3,4,14,6,3,29,11,42,"Rusia"
12,6,47,2,7,28.57,"La Razón","internacional",2022,"4",11,689,82,118,2388,0,0,0,0,0,0,0,0,1,0,3,2,0,3,1,1,0,3,2,3,17,8,1,16,5,6,1,17,17,15,"Ucrania"
42,42,169,1.21,42,92.86,"Kiara Hurtado","internacional",2022,"5",3,667,63,163,4213,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,2,1,5,1,20,9,18,13,13,10,34,18,51,"Estados Unidos"
221,194,389,1.57,234,80.34,"Ángel Luis de Santos","internacional",2022,"10",13,504,52,186,31513,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,134,69,44,162,34,58,25,188,199,295,NA
32,25,99,1.31,32,81.25,"Ángel Luis de Santos","internacional",2022,"10",21,496,86,183,4699,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6,7,4,13,5,8,0,12,16,33,"Rusia"
60,57,274,1.43,61,75.41,"Alfonso Masoliver","internacional",2022,"6",1,638,43,190,7188,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,4,0,25,14,19,35,14,34,8,24,83,46,NA
12,10,11,1.14,14,78.57,"A. Fernández","internacional",2022,"6",2,637,67,114,1844,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,0,10,3,1,14,3,6,0,11,18,15,"Rusia"
49,45,115,1.32,53,69.81,"Paco Rodríguez","internacional",2022,"6",6,633,117,143,4675,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,13,8,6,25,3,26,4,22,43,22,NA
16,15,0,1,17,100,"Lorena Sáez","internacional",2022,"6",13,626,70,179,2239,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,4,5,12,5,18,4,16,24,21,"Enfermedades"
15,14,13,1.5,14,85.71,"Lorena Sáez","internacional",2022,"7",3,606,97,163,2551,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,1,2,1,8,4,2,16,4,14,1,6,23,9,"Estados Unidos"
14,12,0,1,14,100,"Jorge Herrero","internacional",2022,"7",28,581,102,204,2495,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,2,0,1,0,2,1,2,2,11,6,15,"Alimentación"
51,47,167,1.24,51,80.39,"Lorena Sáez","internacional",2022,"8",2,576,108,91,3507,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,19,19,6,28,10,16,10,13,28,28,NA
96,90,496,1.6,103,87.38,"Antonio Añover","internacional",2022,"8",11,567,64,146,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,3,6,1,6,22,6,37,NA
24,24,524,1.96,25,96,"Antonio Añover","internacional",2022,"8",25,553,102,168,3840,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,3,0,0,5,0,11,9,6,15,1,13,1,11,22,30,"Estados Unidos"
15,11,793,1.8,20,80,"Antonio Fernández","internacional",2022,"10",6,511,108,129,3333,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,8,2,0,16,3,3,1,23,15,23,"Rusia"
25,16,29,1.12,24,62.5,"Ángel Luis de Santos","internacional",2022,"10",24,493,96,158,5275,2,1,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,23,15,5,28,6,10,10,25,42,37,"Rusia"
14,14,711,1.8,15,73.33,"Alfonso Masoliver","internacional",2022,"10",24,493,69,158,7949,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,14,8,10,22,7,20,5,17,34,50,NA
17,16,0,1,17,100,"Jorge Herrero","internacional",2022,"11",4,482,62,145,4397,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,11,19,7,28,10,20,5,18,44,37,NA
1166,1,317,1.53,1253,73.18,"Jorge Herrero","internacional",2022,"11",24,462,73,150,3244,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,4,11,4,7,16,3,17,2,15,24,30,NA
16,14,1221,2.41,17,58.82,"Alberto Tejedor","internacional",2022,"12",18,438,93,190,5482,0,0,0,1,0,0,0,0,0,1,3,0,1,2,0,0,0,1,3,2,32,15,3,31,11,9,4,28,34,41,NA
109,87,106,1.28,112,80.36,"Silvia Jiménez","internacional",2022,"12",25,431,63,104,11412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,20,8,72,22,29,13,56,98,121,"Estados Unidos"
40,32,2,1.15,40,90,"Paco Rodríguez","internacional",2023,"1",4,421,93,202,6640,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,1,0,0,2,0,18,20,6,28,8,14,5,47,36,68,"Rusia"
77,75,622,1.84,87,68.97,"O. Andersson","internacional",2022,"12",31,425,81,107,13238,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,47,30,11,70,24,50,15,70,110,109,"Ucrania"
112,101,966,2.22,122,74.59,"Jorge Herrero","internacional",2023,"1",9,416,79,167,4097,3,0,1,3,0,3,1,0,3,2,3,0,1,4,0,4,1,0,5,0,48,18,21,62,12,53,23,12,73,20,"Estados Unidos"
16,15,310,1.35,20,70,"Alberto Tejedor","internacional",2023,"1",17,408,86,150,7218,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,22,7,4,35,4,10,3,13,39,42,"Rusia"
29,27,8,1.07,30,86.67,"Ángel Luis de Santos","internacional",2023,"1",26,399,98,187,36407,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,158,82,45,194,40,68,29,213,238,321,NA
16,15,479,1.63,19,52.63,"Víctor Fernández","internacional",2023,"1",27,398,101,117,3797,3,0,1,3,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,24,7,15,29,3,26,9,25,51,28,NA
19,17,65,1.2,20,75,"Antonio Fernández","internacional",2023,"1",28,397,75,132,2820,1,0,1,3,0,2,0,0,3,0,2,0,0,1,0,0,0,0,2,0,18,4,3,22,3,7,0,13,27,25,"Estados Unidos"
39,37,124,1.18,40,80,"Jorge Herrero","internacional",2023,"2",6,388,59,133,7817,0,0,0,0,0,0,0,0,0,0,3,2,2,5,0,3,0,0,5,0,26,9,10,49,7,30,25,19,47,54,NA
31,24,164,1.29,31,87.1,"Silvia Jiménez","internacional",2023,"12",31,60,102,123,2492,1,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,7,0,8,7,7,1,15,15,22,NA
17,4,356,1.6,15,60,"Ernesto Villar","internacional",2024,"2",9,20,90,119,2580,1,0,0,2,0,1,0,0,2,0,1,1,0,1,1,1,0,1,1,4,18,7,3,23,6,15,1,9,36,16,"Rusia"
15,14,122,1.13,15,93.33,"La Razón","internacional",2014,"6",23,3538,73,0,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,10,3,6,2,10,11,12,NA
46,42,10,1.15,46,91.3,"Silvia Jiménez","internacional",2023,"5",3,302,117,84,2067,0,0,0,0,0,0,0,2,0,3,6,0,4,6,0,4,3,2,7,2,9,1,6,13,7,10,6,29,16,29,NA
27,25,35,1.28,29,75.86,"Lorena Sáez","internacional",2022,"2",20,739,64,137,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,9,3,9,3,6,13,9,"Estados Unidos"
75,27,492,2.07,56,78.57,"Antonio Añover","internacional",2024,"1",20,40,118,173,2625,1,0,0,1,0,0,0,0,2,3,0,0,2,0,0,2,0,0,2,1,3,6,2,10,4,2,1,11,10,19,NA
12,0,0,1,20,100,"Antonio Añover","internacional",2024,"1",20,40,118,173,2625,1,0,0,1,0,0,0,0,2,3,0,0,2,0,0,2,0,0,2,1,3,6,2,10,4,2,1,11,10,19,NA
21,21,1,1.09,22,95.45,"Nora Villalba","internacional",2024,"1",26,34,128,136,2528,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,4,8,2,2,1,6,10,9,NA
117,103,4,1.17,122,86.89,"Nora Villalba","internacional",2023,"7",22,222,76,121,2255,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,5,1,8,2,4,1,11,9,10,NA
58,53,286,1.35,65,81.54,"Nora Villalba","internacional",2023,"6",1,273,76,131,2967,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,7,1,5,4,3,1,7,4,18,NA
20,16,9,1.25,20,70,"Antonio Añover","internacional",2023,"5",29,276,101,110,4535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,4,10,9,11,12,19,20,39,NA
63,30,366,1.71,62,72.58,"J.M. Zuloaga","internacional",2024,"1",23,37,96,128,3836,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,11,1,8,7,0,3,26,9,45,NA
58,24,29,1.38,55,76.36,"Antonio Añover","internacional",2024,"2",3,26,82,166,5141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,6,4,7,9,6,10,6,8,4,15,27,33,NA
31,10,43,1.54,26,80.77,"Antonio Fernández","internacional",2024,"2",3,26,99,129,3255,0,0,2,1,0,0,2,1,1,2,0,0,0,0,1,0,0,1,0,1,11,2,4,12,6,3,1,14,12,27,"Rusia"
34,10,67,1.2,30,83.33,"Álvaro Escalonilla","internacional",2024,"1",13,47,109,124,7349,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,38,17,6,44,7,14,4,38,65,54,"Estados Unidos"
658,341,61,1.21,672,82.44,"Antonio Fernández","internacional",2024,"2",9,20,125,90,2697,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,15,6,2,16,4,3,1,11,21,19,"Rusia"
22,4,0,4.8,5,100,"Alberto Tejedor","internacional",2024,"1",28,32,92,98,3290,1,0,0,1,0,0,0,0,2,1,2,2,0,1,1,0,0,2,0,3,33,14,4,31,6,8,9,15,41,38,NA
47,42,343,1.41,51,86.27,"Silvia Jiménez","internacional",2021,"12",22,799,122,151,4648,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,22,7,11,26,5,19,8,18,34,23,NA
42,39,393,1.5,42,76.19,"Jesús Buitrago","internacional",2021,"12",22,799,76,148,6179,0,2,0,1,1,1,1,0,1,1,1,1,0,0,2,0,1,1,0,5,20,27,13,20,23,15,14,31,47,58,NA
51,49,196,1.38,52,78.85,"Jesús Buitrago","internacional",2022,"1",12,778,71,173,2736,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,2,0,3,0,1,4,2,1,4,4,2,11,8,20,"Estados Unidos"
34,30,151,1.34,35,71.43,"Lorena Sáez","internacional",2022,"2",19,740,124,126,3273,1,0,1,2,0,2,0,1,1,0,2,1,2,2,1,1,0,1,3,2,13,13,16,32,5,35,5,12,44,26,"Estados Unidos"
320,302,46,1.18,328,85.67,"Silvia Jiménez","internacional",2022,"6",12,627,95,126,2198,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,2,0,1,0,10,4,3,14,4,14,5,11,25,13,NA
21,16,11,1.23,26,73.08,"Lorena Sáez","internacional",2022,"7",23,586,111,99,2957,1,1,0,1,2,0,2,2,1,4,1,2,0,0,2,0,0,3,0,4,3,16,2,8,6,13,4,9,26,27,"Estados Unidos"
170,160,48,1.14,178,88.76,"Silvia Jiménez","internacional",2023,"1",21,404,103,127,2605,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,1,1,0,10,5,3,12,0,7,4,10,12,17,"Estados Unidos"
71,41,715,2.37,67,77.61,"Anderson Simanca","internacional",2024,"1",25,35,116,132,4784,4,1,3,4,0,2,1,0,5,0,1,0,2,3,1,2,0,1,3,1,24,18,20,35,11,38,13,17,54,31,"Estados Unidos"
199,178,234,1.35,207,84.06,"Nora Villalba","internacional",2023,"9",17,165,114,116,2175,0,0,0,1,0,1,0,0,1,2,1,0,0,2,0,1,0,0,2,0,11,8,6,18,3,16,5,10,23,14,"Estados Unidos"
52,47,398,2.08,51,58.82,"Nora Villalba","internacional",2023,"5",1,304,70,136,3324,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,7,5,12,3,13,3,10,23,23,NA
